section,subfolder,filename,date,doc_type,facility_or_case,ext,path
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2001-07-19_REVISION - M1977341.pdf,2001-07-19,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2001-07-19_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2001-08-03_REVISION - M1977341.pdf,2001-08-03,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2001-08-03_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2001-08-16_REVISION - M1977341 (2).pdf,2001-08-16,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2001-08-16_REVISION - M1977341 (2).pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2001-08-16_REVISION - M1977341.pdf,2001-08-16,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2001-08-16_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2001-09-24_REVISION - M1977341 (2).pdf,2001-09-24,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2001-09-24_REVISION - M1977341 (2).pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2001-09-24_REVISION - M1977341.pdf,2001-09-24,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2001-09-24_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2002-10-17_REVISION - M1977341.pdf,2002-10-17,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2002-10-17_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2002-10-21_REVISION - M1977341.pdf,2002-10-21,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2002-10-21_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2002-11-20_REVISION - M1977341.pdf,2002-11-20,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2002-11-20_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2002-11-22_REVISION - M1977341.pdf,2002-11-22,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2002-11-22_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2002-12-17_REVISION - M1977341.pdf,2002-12-17,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2002-12-17_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-08-04_REVISION - M1977341.pdf,2003-08-04,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-08-04_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-08-04_REVISION - m1977341 (1).pdf,2003-08-04,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-08-04_REVISION - m1977341 (1).pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-08-25_REVISION - M1977341.pdf,2003-08-25,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-08-25_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-08-29_REVISION - M1977341.pdf,2003-08-29,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-08-29_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-09-09_REVISION - M1977341.pdf,2003-09-09,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-09-09_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-09-17_REVISION - M1977341.pdf,2003-09-17,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-09-17_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-10-17_REVISION - M1977341.pdf,2003-10-17,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-10-17_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-11-12_REVISION - M1977341.pdf,2003-11-12,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-11-12_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2003-12-08_REVISION - M1977341.pdf,2003-12-08,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2003-12-08_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2004-07-12_REVISION - M1977341.pdf,2004-07-12,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2004-07-12_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2004-07-28_REVISION - M1977341.pdf,2004-07-28,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2004-07-28_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2004-09-13_REVISION - M1977341.pdf,2004-09-13,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2004-09-13_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2008-05-09_REVISION - M1977341.pdf,2008-05-09,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2008-05-09_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2008-05-23_REVISION - M1977341.pdf,2008-05-23,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2008-05-23_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2008-06-06_REVISION - M1977341.pdf,2008-06-06,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2008-06-06_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,2008-07-18_REVISION - M1977341.pdf,2008-07-18,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/2008-07-18_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Larimer_Quarry_M1977341/Revisions,_REVISION - M1977341.pdf,,Revision,M-1977-341 (Larimer),pdf,Z_Related_Other_CEMEX_Mines/Larimer_Quarry_M1977341/Revisions/_REVISION - M1977341.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,1997_PT0658_AR_1997JUN19.pdf,1997-06-19,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/1997_PT0658_AR_1997JUN19.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,1998_PT0658_AR_1998APR27.pdf,1998-04-27,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/1998_PT0658_AR_1998APR27.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,1999_PT0658_AR_1999MAY13.pdf,1999-05-13,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/1999_PT0658_AR_1999MAY13.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2000_PT0658_AR_2000APR27.pdf,2000-04-27,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2000_PT0658_AR_2000APR27.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2001_PT0658_AR_2001JUN07.pdf,2001-06-07,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2001_PT0658_AR_2001JUN07.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2002_PT0658_AR_2002FEB26.pdf,2002-02-26,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2002_PT0658_AR_2002FEB26.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2003_PT0658_AR_2003JUN05.pdf,2003-06-05,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2003_PT0658_AR_2003JUN05.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2004_PT0658_AR_2004FEB11.pdf,2004-02-11,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2004_PT0658_AR_2004FEB11.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2005_PT0658_AR_2005FEB15.pdf,2005-02-15,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2005_PT0658_AR_2005FEB15.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2006_PT0658_AR_2006MAR01.pdf,2006-03-01,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2006_PT0658_AR_2006MAR01.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2007_PT0658_AR_2007FEB28.pdf,2007-02-28,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2007_PT0658_AR_2007FEB28.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2008_PT0658_AR_2008MAR04.pdf,2008-03-04,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2008_PT0658_AR_2008MAR04.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2009_PT0658_AR_2009MAR03.pdf,2009-03-03,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2009_PT0658_AR_2009MAR03.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2010_PT0658_AR_2010FEB18.pdf,2010-02-18,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2010_PT0658_AR_2010FEB18.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2011_PT0658_AR_2011FEB16.pdf,2011-02-16,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2011_PT0658_AR_2011FEB16.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2012_PT0658_AR_2012MAR06.pdf,2012-03-06,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2012_PT0658_AR_2012MAR06.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2013_PT0658_AR_2013APR19.pdf,2013-04-19,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2013_PT0658_AR_2013APR19.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2014_PT0658_AR_2014MAR10.pdf,2014-03-10,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2014_PT0658_AR_2014MAR10.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2015_PT0658_AR_2015MAR15.pdf,2015-03-15,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2015_PT0658_AR_2015MAR15.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2016_PT0658.pdf,,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2016_PT0658.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2017_PT0658_AR_13APR2017.pdf,,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2017_PT0658_AR_13APR2017.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2018_PT0658_AR_07DEC2018.pdf,,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2018_PT0658_AR_07DEC2018.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2018_PT0658_AR_27MAR2018.pdf,,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2018_PT0658_AR_27MAR2018.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2019_PT0658_AR_27FEB2021.pdf,,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2019_PT0658_AR_27FEB2021.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2020_PT0658_AR_10JUL2020.pdf,,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2020_PT0658_AR_10JUL2020.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2024_PT0658_AR_2024FEB29.pdf,2024-02-29,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2024_PT0658_AR_2024FEB29.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2025_PT0658_AR_2026JAN09.pdf,2026-01-09,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2025_PT0658_AR_2026JAN09.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,2026_PT0658_AR_2026MAR02_Under Review.pdf,2026-03-02,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/2026_PT0658_AR_2026MAR02_Under Review.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,PT0658_AR_2023FEB24.pdf,2023-02-24,Document,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/PT0658_AR_2023FEB24.pdf
Z_Related_Other_CEMEX_Mines,Wyoming_Mine_PT0658,PT658 2021-2022 Annual Report.pdf,2021-00-00,Report,PT0658 (Wyoming),pdf,Z_Related_Other_CEMEX_Mines/Wyoming_Mine_PT0658/PT658 2021-2022 Annual Report.pdf
tools,,build_cemex_brief_deck.js,,Document,,js,tools/build_cemex_brief_deck.js
tools,,build_cemex_rescission_reversal_deck.js,,Document,,js,tools/build_cemex_rescission_reversal_deck.js
